group;species;dry.mass.g;body.temp.C;mortality.year;ref
Bird;Accipiter cooperii;1.10E+002;40;0.213;1,2
Bird;Accipiter cooperii;1.32E+002;40;0.244;1,2
Bird;Accipiter cooperii;1.32E+002;40;0.345;1,2
Bird;Accipiter gentilis;2.56E+002;40;0.133;1,2
Bird;Accipiter gentilis;2.56E+002;40;0.133;1,2
Bird;Accipiter gentilis;2.56E+002;40;0.196;1,2
Bird;Accipiter gentilis;2.84E+002;40;0.196;1,2
Bird;Accipiter gentilis;2.84E+002;40;0.199;1,2
Bird;Accipiter nisus;5.05E+001;40;0.201;3
Bird;Accipiter nisus;5.94E+001;40;0.169;1,2
Bird;Accipiter n. nisus;5.94E+001;40;0.164;1,2
Bird;Accipiter striatus;4.35E+001;40;0.262;1,2
Bird;Acridotheres cristatellus;2.83E+001;40;0.228;1,2
Bird;Aechmophorus accidentalis;3.69E+002;40;0.394;1,2
Bird;Aechmophorus occidentalis;3.69E+002;40;0.182;1,2
Bird;Aegolius acadicus;2.07E+001;40;0.35;1,2
Bird;Aegolius acadicus;2.07E+001;40;0.355;1,2
Bird;Aegolius acadicus;2.07E+001;40;0.37;1,2
Bird;Aegolius funereus;3.35E+001;40;0.233;1,2
Bird;Aegolius funereus;3.35E+001;40;0.794;1,2
Bird;Aeronautes sexatilis;8.03E+000;40;0.459;1,2
Bird;Aethia cristatella;6.60E+001;40;0.34;1,2
Bird;Aethia pusilla;2.10E+001;40;0.602;1,2
Bird;Agelaius phoeniceus;1.59E+001;40;0.161;1,2
Bird;Aimophila aestivalis;4.91E+000;40;0.909;1,2
Bird;Aimophila quinquestriata;4.76E+000;40;0.667;1,2
Bird;Aimophila ruficeps;4.68E+000;40;0.847;1,2
Bird;Aix sponsa;6.20E+001;40;0.112;1,2
Bird;Aix sponsa;6.20E+001;40;0.144;1,2
Bird;Alca torda;1.80E+002;40;0.407;1,2
Bird;Alca torda;1.80E+002;40;0.42;1,2
Bird;Ammodramus caudacutus;4.45E+000;40;0.435;1,2
Bird;Ammodramus caudacutus;5.18E+000;40;0.256;1,2
Bird;Ammodramus maritimus;5.58E+000;40;0.286;1,2
Bird;Ammodramus maritimus;5.81E+000;40;0.289;1,2
Bird;Ammodramus maritimus;6.05E+000;40;0.286;1,2
Bird;Ammodramus savannarum;4.25E+000;40;0.877;1,2
Bird;Amphispiza bilineata;3.38E+000;40;0.435;1,2
Bird;Anas acuta;2.59E+002;40;0.119;1,2
Bird;Anas acuta;2.59E+002;40;0.123;1,2
Bird;Anas americana;1.80E+002;40;0.119;1,2
Bird;Anas americana;1.98E+002;40;0.286;1,2
Bird;Anas clypeata;1.59E+002;40;0.153;1,2
Bird;Anas crecca;7.95E+001;40;0.123;1,2
Bird;Anas crecca;9.10E+001;40;0.125;1,2
Bird;Anas cyanoptera;1.02E+002;40;0.198;1,2
Bird;Anas discors;9.08E+001;40;0.113;1,2
Bird;Anas discors;1.02E+002;40;0.146;1,2
Bird;Anas fulvigula;2.42E+002;40;0.196;1,2
Bird;Anas fulvigula;2.58E+002;40;0.19;1,2
Bird;Anas laysanensis;1.07E+002;40;0.216;1,2
Bird;Anas penelope;2.05E+002;40;0.299;1,2
Bird;Anas platyrhynchos;2.71E+002;40;0.087;1,2
Bird;Anas platyrhynchos;2.71E+002;40;0.108;1,2
Bird;Anas platyrhynchos;2.71E+002;40;0.123;1,2
Bird;Anas rubripes;3.50E+002;40;0.096;1,2
Bird;Anas strepera;2.48E+002;40;0.13;1,2
Bird;Anas strepera;2.48E+002;40;0.143;1,2
Bird;Anhinga anhinga;3.09E+002;40;0.215;1,2
Bird;Anous minutus;2.98E+001;40;0.116;1,2
Bird;Anous stolidus;4.95E+001;40;0.101;1,2
Bird;Anous tenuirostris;2.78E+001;40;0.158;1,2
Bird;Anser albifrons;6.14E+002;40;0.113;1,2
Bird;Anser albifrons;6.14E+002;40;0.125;1,2
Bird;Anser albifrons;6.76E+002;40;0.113;1,2
Bird;Anser brachyrhynchus;6.61E+002;40;0.115;1,2
Bird;Anser caerulescens;6.58E+002;40;0.095;1,2
Bird;Anser caerulescens;6.58E+002;40;0.103;1,2
Bird;Anser caerulescens;6.58E+002;40;0.13;1,2
Bird;Anser canagica;6.86E+002;40;0.286;1,2
Bird;Anser canagica;6.86E+002;40;0.413;1,2
Bird;Anser rossii;4.20E+002;40;0.118;1,2
Bird;Anser rossii;4.20E+002;40;0.129;1,2
Bird;Anthus rubescens;5.21E+000;40;0.515;1,2
Bird;Anthus spinoletta;5.98E+000;40;0.515;1,2
Bird;Aphelocoma coerulescens;2.01E+001;40;0.161;1,2
Bird;Aphelocoma ultramarina;3.10E+001;40;0.133;1,2
Bird;Aphelocoma ultramarina;3.10E+001;40;0.144;1,2
Bird;Aphelocoma ultramarina;3.10E+001;40;0.237;1,2
Bird;Aquila audax;8.75E+002;40;0.442;1,2
Bird;Aquila chrysaetos;8.69E+002;40;0.148;1,2
Bird;Aquila chrysaetos;1.05E+003;40;0.066;1,2
Bird;Aquila chrysaetos;1.05E+003;40;0.098;1,2
Bird;Aquila chrysaetos;1.05E+003;40;0.246;1,2
Bird;Aquila pomarina;3.43E+002;40;0.097;1,2
Bird;Aquila wahlbergi;1.60E+002;40;0.216;1,2
Bird;Archilochus colubris;7.88E-001;40;0.286;1,2
Bird;Archilochus colubris;8.25E-001;40;0.413;1,2
Bird;Ardea herodias;5.98E+002;40;0.108;1,2
Bird;Arenaria interpres;2.88E+001;40;0.178;1,2
Bird;Asio flammeus;8.66E+001;40;0.198;1,2
Bird;Asio otus;6.55E+001;40;0.091;1,2
Bird;Athene cunicularia;3.88E+001;40;0.296;1,2
Bird;Auriparis flaviceps;1.70E+000;40;0.467;1,2
Bird;Aythya affinis;2.13E+002;40;0.139;1,2
Bird;Aythya americana;2.05E+002;40;0.118;1,2
Bird;Aythya collaris;1.83E+002;40;0.124;1,2
Bird;Aythya collaris;1.83E+002;40;0.157;1,2
Bird;Aythya marila;2.33E+002;40;0.139;1,2
Bird;Aythya valisineria;1.86E+002;40;0.113;1,2
Bird;Bartramia longicauda;3.76E+001;40;0.505;1,2
Bird;Bombycilla cedrorum;7.96E+000;40;0.37;1,2
Bird;Bombycilla garrulus;1.41E+001;40;0.45;1,2
Bird;Bonasa umbellus;1.33E+002;40;0.303;1,2
Bird;Bonasa umbellus;1.44E+002;40;0.34;1,2
Bird;Botaurus lentiginosus;1.77E+002;40;0.311;1,2
Bird;Botaurus lentiginosus;1.77E+002;40;0.323;1,2
Bird;Branta bernicla;3.25E+002;40;0.153;1,2
Bird;Branta bernicla hrota;3.08E+002;40;0.117;1,2
Bird;Branta bernicla nigricans;3.43E+002;40;0.098;1,2
Bird;Branta canadensis;8.29E+002;40;0.108;1,2
Bird;Branta canadensis;9.54E+002;40;0.104;1,2
Bird;Bubo virginianus;3.86E+002;40;0.123;1,2
Bird;Bubo virginianus;3.86E+002;40;0.147;1,2
Bird;Bubulcus ibis;8.45E+001;40;0.11;1,2
Bird;Bubulcus ibis;8.45E+001;40;0.149;1,2
Bird;Bucephala albeola;8.35E+001;40;0.222;1,2
Bird;Bucephala albeola;1.18E+002;40;0.171;1,2
Bird;Bucephala albeola;1.18E+002;40;0.204;1,2
Bird;Bucephala clangula;2.00E+002;40;0.213;1,2
Bird;Bucephala clangula;2.25E+002;40;0.178;1,2
Bird;Bucephala clangula;2.50E+002;40;0.233;1,2
Bird;Bucephala islandica;2.73E+002;40;0.166;1,2
Bird;Bulweria bulwerii;2.48E+001;40;0.115;1,2
Bird;Butastur indicus indicus;9.93E+001;40;0.303;1,2
Bird;Buteo buteo;2.19E+002;40;0.101;1,2
Bird;Buteo buteo buteo;2.19E+002;40;0.1;1,2
Bird;Buteo jamaicensis;2.82E+002;40;0.118;1,2
Bird;Buteo jamaicensis;2.82E+002;40;0.118;1,2
Bird;Buteo jamaicensis;2.82E+002;40;0.128;1,2
Bird;Buteo lagopus;2.39E+002;40;0.141;1,2
Bird;Buteo lagopus;2.39E+002;40;0.235;1,2
Bird;Buteo lagopus;2.66E+002;40;0.142;1,2
Bird;Buteo lineatus;1.40E+002;40;0.127;1,2
Bird;Buteo lineatus;1.40E+002;40;0.127;1,2
Bird;Buteo regalis;2.86E+002;40;0.127;1,2
Bird;Buteo regalis;2.86E+002;40;0.16;1,2
Bird;Buteo swainsoni;2.47E+002;40;0.159;1,2
Bird;Buteo swainsoni;2.47E+002;40;0.16;1,2
Bird;Buteogallus anthracinus;2.49E+002;40;0.189;1,2
Bird;Butorides striatus;5.30E+001;40;0.327;1,2
Bird;Calamospiza melanocorys;9.40E+000;40;0.667;1,2
Bird;Calcarius lapponicus;6.83E+000;40;0.526;1,2
Bird;Calcarius pictus;6.25E-001;40;0.526;1,2
Bird;Calcarius pictus;6.08E+000;40;0.667;1,2
Bird;Calidris alba;1.43E+001;40;0.195;1,2
Bird;Calidris alba;1.43E+001;40;0.495;1,2
Bird;Calidris alpina;2.30E+001;40;0.206;1,2
Bird;Calidris alpina;2.30E+001;40;0.276;1,2
Bird;Calidris canutus;3.43E+001;40;0.251;1,2
Bird;Calidris canutus;3.43E+001;40;0.42;1,2
Bird;Calidris fuscicollis;8.68E+000;40;0.37;1,2
Bird;Calidris mauri;5.83E+000;40;0.279;1,2
Bird;Calidris melanotos;2.04E+001;40;0.442;1,2
Bird;Calidris minutilla;5.80E+000;40;0.159;1,2
Bird;Calidris minutilla;5.80E+000;40;0.159;1,2
Bird;Calidris minutilla;5.80E+000;40;0.226;1,2
Bird;Calidris ptilocnemis;1.99E+001;40;0.355;1,2
Bird;Calidris pusilla;7.83E+000;40;0.213;1,2
Bird;Callipepla californica;4.33E+001;40;0.376;1,2
Bird;Callipepla gambelii;4.25E+001;40;0.35;1,2
Bird;Calothorax lucifer;8.25E-001;40;0.667;1,2
Bird;Calypte anna;1.00E+000;40;0.435;1,2
Bird;Calypte anna;1.05E+000;40;0.413;1,2
Bird;Camptostoma imberbe;1.85E+000;40;0.549;1,2
Bird;Campylorhynchus brunneicapillus;9.73E+000;40;0.413;1,2
Bird;Caprimulgus vociferus;1.32E+001;40;0.667;1,2
Bird;Cardellina rubrifrons;2.45E+000;40;0.909;1,2
Bird;Cardinalis cardinalis;1.10E+001;40;0.161;1,2
Bird;Cardinalis sinuatus;9.18E+000;40;0.45;1,2
Bird;Carduelis flammea;3.25E+000;40;0.45;1,2
Bird;Carduelis hornemanni;3.18E+000;40;0.575;1,2
Bird;Carduelis pinus;3.65E+000;40;0.273;1,2
Bird;Carduelis psaltria;2.38E+000;40;0.459;1,2
Bird;Carduelis tristis;3.23E+000;40;0.233;1,2
Bird;Carduelis tristis;3.23E+000;40;0.276;1,2
Bird;Carpodacus cassinii;6.63E+000;40;0.37;1,2
Bird;Carpodacus mexicanus;5.35E+000;40;0.22;1,2
Bird;Carpodacus mexicanus;5.35E+000;40;2.941;1,2
Bird;Carpodacus purpureus;6.23E+000;40;0.216;1,2
Bird;Cathartes aura;3.67E+003;40;0.151;1,2
Bird;Catharus fuscescens;7.80E+000;40;0.254;1,2
Bird;Catharus guttatus;7.75E+000;40;0.296;1,2
Bird;Catharus minimus;8.20E+000;40;0.355;1,2
Bird;Catharus ustulatus;7.70E+000;40;0.254;1,2
Bird;Catoptrophorus semipalmatus;5.38E+001;40;0.289;1,2
Bird;Cepphus columba;1.22E+002;40;0.182;1,2
Bird;Cepphus columba;1.22E+002;40;0.216;1,2
Bird;Cepphus columba;1.22E+002;40;0.276;1,2
Bird;Cepphus grylle;1.01E+002;40;0.211;1,2
Bird;Cerorhinca monocerata;1.30E+002;40;0.35;1,2
Bird;Cerorhinca monocerata;1.30E+002;40;0.42;1,2
Bird;Certhia familiaris;2.25E+000;40;0.575;1,2
Bird;Chaertura vaux;4.28E+000;40;0.515;1,2
Bird;Chaetura pelagica;5.90E+000;40;0.182;1,2
Bird;Charadrius alexandrinus;1.04E+001;40;0.169;1,2
Bird;Charadrius alexandrinus;1.04E+001;40;0.233;1,2
Bird;Charadrius alexandrinus;1.04E+001;40;0.37;1,2
Bird;Charadrius melodus;1.38E+001;40;0.182;1,2
Bird;Charadrius melodus;1.38E+001;40;0.233;1,2
Bird;Charadrius semipalmatus;1.17E+001;40;0.314;1,2
Bird;Charadrius vociferus;2.41E+001;40;0.235;1,2
Bird;Chlidonias niger;1.63E+001;40;0.147;1,2
Bird;Chlidonias niger;1.63E+001;40;0.307;1,2
Bird;Chondestes grammacus;7.25E+000;40;0.331;1,2
Bird;Chordeiles minor;1.54E+001;40;0.286;1,2
Bird;Ciconia ciconia;8.68E+002;40;0.076;1,2
Bird;Ciconia nigra;7.50E+002;40;0.141;1,2
Bird;Cinclus mexicanus;1.53E+001;40;0.515;1,2
Bird;Circaetus cinereus;5.12E+002;40;0.382;1,2
Bird;Circaetus gallicus;4.26E+002;40;0.147;1,2
Bird;Circaetus gallicus;4.26E+002;40;0.149;1,2
Bird;Circus aeruginosus;1.57E+002;40;0.152;1,2
Bird;Circus aeruginosus;1.57E+002;40;0.155;1,2
Bird;Circus aeruginosus approximans;1.57E+002;40;0.139;1,2
Bird;Circus cyaneus;1.09E+002;40;0.155;1,2
Bird;Circus cyaneus;1.09E+002;40;0.159;1,2
Bird;Circus macroarus;9.71E+001;40;0.189;1,2
Bird;Circus pygargus;7.89E+001;40;0.156;1,2
Bird;Circus pygargus;7.89E+001;40;0.159;1,2
Bird;Clangula hyemalis;2.04E+002;40;0.163;1,2
Bird;Clangula hyemalis;2.33E+002;40;0.166;1,2
Bird;Coccyzus americanus;1.60E+001;40;0.526;1,2
Bird;Coccyzus erythrophthalmus;1.28E+001;40;0.526;1,2
Bird;Colaptes auratus;3.30E+001;40;0.204;1,2
Bird;Colaptes auratus ssp.;3.30E+001;40;0.279;1,2
Bird;Colaptes auratus ssp.;3.30E+001;40;0.34;1,2
Bird;Colaptes auratus ssp.;3.30E+001;40;0.388;1,2
Bird;Colinus virginianus;4.45E+001;40;0.407;1,2
Bird;Columba fasciata;8.56E+001;40;0.137;1,2
Bird;Columba fasciata;8.56E+001;40;0.164;1,2
Bird;Columba leucocephala;6.18E+001;40;0.177;1,2
Bird;Columba leucocephala;6.18E+001;40;0.209;1,2
Bird;Columba leucocephala;6.18E+001;40;0.311;1,2
Bird;Columba livia;8.86E+001;40;0.435;1,2
Bird;Columbina inca;1.19E+001;40;0.331;1,2
Bird;Columbina passerina;7.53E+000;40;0.36;1,2
Bird;Columbina passerina;7.53E+000;40;0.427;1,2
Bird;Contopus borealis;8.03E+000;40;0.365;1,2
Bird;Contopus borealis;8.03E+000;40;0.442;1,2
Bird;Contopus sordidulus;3.20E+000;40;0.427;1,2
Bird;Contopus virens;3.53E+000;40;0.365;1,2
Bird;Coragyps atratus;5.20E+002;40;0.099;1,2
Bird;Corvus brachyrhynchos;1.12E+002;40;0.174;1,2
Bird;Corvus brachyrhynchos;1.12E+002;40;0.185;1,2
Bird;Corvus caurinus;9.79E+001;40;0.199;1,2
Bird;Corvus corax;3.00E+002;40;0.192;1,2
Bird;Corvus cryptoleucus;1.34E+002;40;0.204;1,2
Bird;Corvus ossifragus;7.13E+001;40;0.175;1,2
Bird;Cyanocitta cristata;2.17E+001;40;0.139;1,2
Bird;Cyanocitta cristata;2.17E+001;40;0.156;1,2
Bird;Cyanocitta stelleri;3.20E+001;40;0.158;1,2
Bird;Cyanocitta stelleri;3.20E+001;40;0.233;1,2
Bird;Cyanocorax yncas;1.96E+001;40;0.239;1,2
Bird;Cygnus buccinator;2.71E+003;40;0.105;1,2
Bird;Cygnus buccinator;2.85E+003;40;0.106;1,2
Bird;Cygnus c. columbianus;1.55E+003;40;0.129;1,2
Bird;Cygnus columbianus;1.43E+003;40;0.009;3
Bird;Cygnus columbianus;1.55E+003;40;0.157;1,2
Bird;Cygnus columbianus;1.60E+003;40;0.036;3
Bird;Cygnus columbianus;1.66E+003;40;0.12;1,2
Bird;Cygnus olor;2.42E+003;40;0.192;1,2
Bird;Cygnus olor;2.68E+003;40;0.12;1,2
Bird;Cygnus olor;2.95E+003;40;0.094;1,2
Bird;Cypseloides niger;1.14E+001;40;0.435;1,2
Bird;Daption capense;1.07E+002;40;0.127;1,2
Bird;Dendragapus canadensis;1.14E+002;40;0.495;1,2
Bird;Dendragapus canadensis;1.23E+002;40;0.196;1,2
Bird;Dendragapus obscurus;2.23E+002;40;0.233;1,2
Bird;Dendragapus obscurus;2.97E+002;40;0.235;1,2
Bird;Dendragapus obscurus;3.00E+002;40;0.182;1,2
Bird;Dendrocygna autumnalis;2.12E+002;40;0.314;1,2
Bird;Dendrocygna bicolor;1.78E+002;40;0.4;1,2
Bird;Dendroica caerulescens;2.45E+000;40;0.323;1,2
Bird;Dendroica caerulescens;2.54E+000;40;0.265;1,2
Bird;Dendroica castanea;3.14E+000;40;0.794;1,2
Bird;Dendroica coronata sp.;3.03E+000;40;0.394;1,2
Bird;Dendroica coronata sp.;3.14E+000;40;0.376;1,2
Bird;Dendroica discolor;2.00E+000;40;0.249;1,2
Bird;Dendroica dominica;2.35E+000;40;0.515;1,2
Bird;Dendroica fusca;2.50E+000;40;0.314;1,2
Bird;Dendroica kirtlandii;3.43E+000;40;0.286;1,2
Bird;Dendroica kirtlandii;3.45E+000;40;0.323;1,2
Bird;Dendroica magnolia;2.18E+000;40;0.376;1,2
Bird;Dendroica palmarum hypochrysea;2.58E+000;40;0.45;1,2
Bird;Dendroica palmarum palmarum;2.58E+000;40;0.394;1,2
Bird;Dendroica pensylvanica;2.40E+000;40;0.376;1,2
Bird;Dendroica petechia;2.45E+000;40;0.289;1,2
Bird;Dendroica pinus;2.98E+000;40;0.382;1,2
Bird;Dendroica striata;3.25E+000;40;0.617;1,2
Bird;Dendroica striata;3.25E+000;40;0.794;1,2
Bird;Dendroica tigrina;2.75E+000;40;0.617;1,2
Bird;Dendroica townsendi;2.21E+000;40;0.746;1,2
Bird;Dendroica virens;2.20E+000;40;0.442;1,2
Bird;Diomedea amsterdamensis;1.57E+003;40;0.063;1,2
Bird;Diomedea chlororhynchos;6.15E+002;40;0.068;1,2
Bird;Diomedea chrysostoma;8.77E+002;40;0.084;1,2
Bird;Diomedea epomophora;2.05E+003;40;0.043;1,2
Bird;Diomedea exulans;1.91E+003;40;0.063;1,2
Bird;Diomedea immutabilis;7.67E+002;40;0.047;1,2
Bird;Diomedea immutablis;7.67E+002;40;0.067;1,2
Bird;Diomedea irrorata;8.49E+002;40;0.063;1,2
Bird;Diomedea melanophris;8.91E+002;40;0.074;1,2
Bird;Diomedea nigripes;7.87E+002;40;0.091;1,2
Bird;Diomedea nigripes;7.87E+002;40;0.093;1,2
Bird;Diomedia exulans;1.91E+003;40;0.02;3
Bird;Dolichonyx oryzivorus;1.05E+001;40;0.286;1,2
Bird;Dolichonyx oryzivorus;1.05E+001;40;0.318;1,2
Bird;Dryocopus pileatus;6.65E+001;40;0.259;1,2
Bird;Dryocopus pileatus;7.18E+001;40;0.259;1,2
Bird;Dryocopus pileatus;7.18E+001;40;0.286;1,2
Bird;Dumetella carolinensis;9.23E+000;40;0.235;1,2
Bird;Egretta caerulea;8.49E+001;40;0.183;1,2
Bird;Egretta rufescens;1.13E+002;40;0.207;1,2
Bird;Egretta thula;9.28E+001;40;0.144;1,2
Bird;Egretta thula;9.28E+001;40;0.226;1,2
Bird;Elanus caeruleus axillanis;8.33E+001;40;0.435;1,2
Bird;Empidonax difficilis;2.50E+000;40;0.435;1,2
Bird;Empidonax flaviventris;2.90E+000;40;0.685;1,2
Bird;Empidonax fulvifrons;1.98E+000;40;1.429;1,2
Bird;Empidonax minimus;2.58E+000;40;0.323;1,2
Bird;Empidonax minimus;2.58E+000;40;0.442;1,2
Bird;Empidonax oberholseri;2.60E+000;40;0.286;1,2
Bird;Empidonax oberholseri;2.60E+000;40;0.314;1,2
Bird;Empidonax oberholseri;2.60E+000;40;0.323;1,2
Bird;Empidonax oberholseri;2.60E+000;40;0.435;1,2
Bird;Empidonax traillii;3.35E+000;40;0.37;1,2
Bird;Empidonax virescens;3.23E+000;40;0.235;1,2
Bird;Eremophila alpestris;7.84E+000;40;0.323;1,2
Bird;Eremophila alpestris;7.84E+000;40;0.327;1,2
Bird;Eremophila alpestris;7.98E+000;40;0.365;1,2
Bird;Eudocimus albus;2.25E+002;40;0.156;1,2
Bird;Eudyptula minor;2.76E+002;40;0.195;3
Bird;Euphagus carolinus;1.49E+001;40;0.292;1,2
Bird;Euphagus cyanocephalus;1.57E+001;40;0.233;1,2
Bird;Falco berigora;1.37E+002;40;0.244;1,2
Bird;Falco columbarius;4.76E+001;40;0.331;1,2
Bird;Falco eleonorae;9.75E+001;40;0.435;1,2
Bird;Falco mexicanus;1.39E+002;40;0.282;1,2
Bird;Falco mexicanus;2.16E+002;40;0.242;1,2
Bird;Falco naumanni;3.81E+001;40;0.42;1,2
Bird;Falco peregrinus;1.95E+002;40;0.207;1,2
Bird;Falco rupicoloides;6.50E+001;40;0.4;1,2
Bird;Falco sparverius;3.00E+001;40;0.22;1,2
Bird;Falco subbuteo longipennis;6.33E+001;40;0.244;1,2
Bird;Falco subbuteo subbuteo;6.00E+001;40;0.237;1,2
Bird;Falco tinnunculus;5.04E+001;40;0.159;1,2
Bird;Falco vespertinus vespertinus;4.14E+001;40;0.207;1,2
Bird;Ficedula hypoleuca;3.00E+000;40;0.748;3
Bird;Ficedula hypoleuca;3.00E+000;40;0.656;3
Bird;Fratercula arctica;9.53E+001;40;0.127;1,2
Bird;Fratercula arctica;9.53E+001;40;0.193;1,2
Bird;Fratercula cirrhata;1.95E+002;40;0.435;1,2
Bird;Fregata ariel;1.89E+002;40;0.149;1,2
Bird;Fregata ariel;2.02E+002;40;0.108;1,2
Bird;Fregata minor;2.64E+002;40;0.074;1,2
Bird;Fregata minor;2.96E+002;40;0.084;1,2
Bird;Fulica americana;1.40E+002;40;0.113;1,2
Bird;Fulica americana;1.61E+002;40;0.13;1,2
Bird;Fulmarus glacialis;1.36E+002;40;0.052;1,2
Bird;Fulmarus glacialis;1.36E+002;40;0.355;1,2
Bird;Gallinago gallinago;3.05E+001;40;0.276;1,2
Bird;Gallinula chloropus;7.56E+001;40;0.244;1,2
Bird;Gavia arctica;8.39E+002;40;0.09;1,2
Bird;Gavia immer;1.03E+003;40;0.127;1,2
Bird;Gavia immer;1.03E+003;40;0.331;1,2
Bird;Gavia stellata;3.88E+002;40;0.11;1,2
Bird;Geococcyx californianus;9.40E+001;40;0.704;1,2
Bird;Geothlypis trichas;2.48E+000;40;0.259;1,2
Bird;Grus americana;1.46E+003;40;0.084;1,2
Bird;Grus americana;1.46E+003;40;0.355;1,2
Bird;Grus canadensis;7.92E+002;40;0.118;1,2
Bird;Grus canadensis;7.92E+002;40;0.131;1,2
Bird;Grus canadensis;7.92E+002;40;0.139;1,2
Bird;Guiraca caerulea;7.33E+000;40;0.442;1,2
Bird;Gygis alba;2.78E+001;40;0.142;1,2
Bird;Gymnogyps californianus;2.53E+003;40;0.056;1,2
Bird;Gymnorhinus cyanocephalus;2.58E+001;40;0.233;1,2
Bird;Gymnorhinus cyanocephalus;2.58E+001;40;0.292;1,2
Bird;Gyps coprotheres;2.04E+003;40;0.227;1,2
Bird;Haematopus bachmani;1.62E+002;40;0.159;1,2
Bird;Haematopus bachmani;1.62E+002;40;0.42;1,2
Bird;Haematopus ostralegus;1.32E+002;40;0.07;1,2
Bird;Haematopus palliatus;1.58E+002;40;0.149;1,2
Bird;Haematopus palliatus;1.58E+002;40;0.182;1,2
Bird;Haliaeetus albicilla;1.20E+003;40;0.12;1,2
Bird;Haliaeetus leucocephalus;1.19E+003;40;0.246;1,2
Bird;Haliastur sphenarus;2.00E+002;40;0.235;1,2
Bird;Helmitheros vermivorus;3.25E+000;40;0.365;1,2
Bird;Hieraaetus morphnoides;2.10E+002;40;0.249;1,2
Bird;Himantopus mexicanus knudsensi;4.15E+001;40;0.505;1,2
Bird;Himatione sanguinea;6.28E+000;40;0.407;1,2
Bird;Hirundo fulva;5.10E+000;40;0.276;1,2
Bird;Hirundo fulva;5.10E+000;40;0.549;1,2
Bird;Hirundo pyrrhonota;5.40E+000;40;0.233;1,2
Bird;Hirundo pyrrhonota;5.40E+000;40;0.256;1,2
Bird;Hirundo pyrrhonota;5.40E+000;40;0.286;1,2
Bird;Hirundo rustica;3.95E+000;40;0.318;1,2
Bird;Hydrobates pelagicus;6.30E+000;40;0.127;1,2
Bird;Icteria virens;6.33E+000;40;0.289;1,2
Bird;Icterus cucullatus;6.08E+000;40;0.435;1,2
Bird;Icterus galbula ssp.;8.40E+000;40;0.394;1,2
Bird;Icterus galbula ssp.;8.58E+000;40;0.22;1,2
Bird;Icterus parisorum;9.35E+000;40;0.407;1,2
Bird;Icterus pectoralis;1.11E+001;40;0.22;1,2
Bird;Icterus spurius;4.90E+000;40;0.267;1,2
Bird;Icterus spurius;4.90E+000;40;0.276;1,2
Bird;Ictinia mississippiensis;6.95E+001;40;0.323;1,2
Bird;Junco hyemalis ssp.;4.90E+000;40;0.237;1,2
Bird;Junco hyemalis ssp.;4.90E+000;40;0.239;1,2
Bird;Junco hyemalis ssp.;4.90E+000;40;0.262;1,2
Bird;Junco hyemalis ssp.;4.90E+000;40;0.394;1,2
Bird;Junco phaeonotus ssp.;5.10E+000;40;0.394;1,2
Bird;Lagopus leucurus;8.78E+001;40;0.213;1,2
Bird;Lagopus leucurus;8.98E+001;40;0.169;1,2
Bird;Lamprolaima rhami;1.53E+000;40;0.323;1,2
Bird;Lanius excubitor;1.64E+001;40;0.82;1,2
Bird;Lanius ludovicianus;1.19E+001;40;0.204;1,2
Bird;Lanius ludovicianus;1.19E+001;40;0.427;1,2
Bird;Larus argentatus;2.84E+002;40;0.084;1,2
Bird;Larus argentatus;2.84E+002;40;0.09;1,2
Bird;Larus argentatus;2.84E+002;40;0.092;1,2
Bird;Larus argentatus;2.84E+002;40;0.133;1,2
Bird;Larus atricilla;8.13E+001;40;0.168;1,2
Bird;Larus californicus;1.52E+002;40;0.192;1,2
Bird;Larus canus;1.01E+002;40;0.139;1,2
Bird;Larus canus;1.01E+002;40;0.098;3
Bird;Larus delawarensis;1.30E+002;40;0.079;1,2
Bird;Larus delawarensis;1.30E+002;40;0.101;1,2
Bird;Larus glaucescens;2.53E+002;40;0.079;1,2
Bird;Larus glaucescens;2.53E+002;40;0.111;1,2
Bird;Larus glaucescens;2.53E+002;40;0.114;1,2
Bird;Larus marinus;4.15E+002;40;0.108;1,2
Bird;Larus occidentalis;2.53E+002;40;0.091;1,2
Bird;Larus occidentalis;2.53E+002;40;0.101;1,2
Bird;Larus pipixcan;7.00E+001;40;0.273;1,2
Bird;Larus pipixcan;7.00E+001;40;0.286;1,2
Bird;Laterallus jamicensis;8.48E+000;40;1.163;1,2
Bird;Leptotila verreauxi;3.83E+001;40;0.299;1,2
Bird;Leucosticte arctoa atrata;6.63E+000;40;0.459;1,2
Bird;Leucosticte arctoa ssp.;6.73E+000;40;0.394;1,2
Bird;Limnodromus griseus;2.83E+001;40;0.192;1,2
Bird;Limnodromus griseus;2.83E+001;40;0.34;1,2
Bird;Limnodromus scolopaceus;2.61E+001;40;0.311;1,2
Bird;Limnothlypis swainsonii;4.73E+000;40;0.331;1,2
Bird;Limosa fedoa;9.26E+001;40;0.299;1,2
Bird;Limosa lapponica;8.45E+001;40;0.685;1,2
Bird;Lophodytes cucullatus;1.35E+002;40;0.226;1,2
Bird;Lophodytes cucullatus;1.53E+002;40;0.249;1,2
Bird;Lophoictinia isura;1.25E+002;40;0.149;1,2
Bird;Loxia curvirostra;1.02E+001;40;0.633;1,2
Bird;Melanerpes aurifrons;2.14E+001;40;0.459;1,2
Bird;Melanerpes carolinus;1.68E+001;40;0.211;1,2
