group;species;dry.mass.g;body.temp.C;mortality.year;ref
Multicellular plant;Podocarpus nagi;1.20E+006;19;0.022;29
Multicellular plant;Podocarpus urbanii;1.10E+004;19;0.006;29
Multicellular plant;Populus tremuloides;2.50E+002;7;0.332;29
Multicellular plant;Populus tremuloides;4.40E+002;7;0.347;29
Multicellular plant;Posidonia angustifolia;3.70E-001;19;1.241;29
Multicellular plant;Posidonia australis;4.00E-001;19;0.365;29
Multicellular plant;Posidonia sinuosa;2.30E-001;19;0.511;29
Multicellular plant;Posidonia sinuosa;3.00E-001;17;0.475;29
Multicellular plant;Posidonica oceanica;1.90E-001;19;0.172;29
Multicellular plant;Posidonica oceanica;2.20E-001;19;0.204;29
Multicellular plant;Posidonica oceanica;2.70E-001;;0.102;29
Multicellular plant;Posidonica oceanica;2.80E-001;19;0.475;29
Multicellular plant;Posidonica oceanica;2.90E-001;19;0.153;29
Multicellular plant;Posidonica oceanica;3.20E-001;19;0.183;29
Multicellular plant;Posidonica oceanica;4.10E-001;17;0.183;29
Multicellular plant;Posidonica oceanica;4.50E-001;19;0.183;29
Multicellular plant;Posidonica oceanica;4.90E-001;19;0.475;29
Multicellular plant;Posidonica oceanica;5.10E-001;19;0.245;29
Multicellular plant;Posidonica oceanica;5.20E-001;17;0.475;29
Multicellular plant;Posidonica oceanica;5.50E-001;19;0.069;29
Multicellular plant;Posidonica oceanica;5.60E-001;17;0.069;29
Multicellular plant;Posidonica oceanica;5.70E-001;17;;29
Multicellular plant;Posidonica oceanica;5.80E-001;17;0.08;29
Multicellular plant;Posidonica oceanica;5.80E-001;19;0.548;29
Multicellular plant;Posidonica oceanica;6.30E-001;17;0.234;29
Multicellular plant;Posidonica oceanica;6.30E-001;19;0.161;29
Multicellular plant;Posidonica oceanica;6.50E-001;17;0.08;29
Multicellular plant;Posidonica oceanica;6.80E-001;17;0.183;29
Multicellular plant;Posidonica oceanica;7.20E-001;19;0.069;29
Multicellular plant;Posidonica oceanica;7.30E-001;19;0.263;29
Multicellular plant;Posidonica oceanica;8.00E-001;19;0.08;29
Multicellular plant;Posidonica oceanica;8.20E-001;19;0.336;29
Multicellular plant;Posidonica oceanica;9.40E-001;19;0.08;29
Multicellular plant;Posidonica oceanica;1.30E+000;17;0.062;29
Multicellular plant;Posidonica oceanica;1.30E+000;19;0.062;29
Multicellular plant;Posidonica oceanica;1.30E+000;19;0.274;29
Multicellular plant;Posidonica oceanica;1.30E+000;19;0.263;29
Multicellular plant;Potentilla matsumurae;1.10E+000;15;0.365;29
Multicellular plant;Potentilla matsumurae;1.80E+000;15;4.38;29
Multicellular plant;Poulsenia armata;1.10E+006;28;0.035;29
Multicellular plant;Pterocarpus rohrii;9.40E+005;28;0.062;29
Multicellular plant;Quararibea asterolepsis;2.80E+006;28;0.006;29
Multicellular plant;Quercuss sp.;5.00E+005;10;0.011;29
Multicellular plant;Quercuss sp.;5.00E+005;10;0.004;29
Multicellular plant;Quercuss sp.;5.00E+005;11;0.011;29
Multicellular plant;Quercuss sp.;5.00E+005;11;0.004;29
Multicellular plant;Quercuss sp.;5.00E+005;12;0.004;29
Multicellular plant;Quercuss sp.;5.00E+005;12;0.004;29
Multicellular plant;Quercuss sp.;5.00E+005;13;0.007;29
Multicellular plant;Quercuss sp.;5.00E+005;13;0.007;29
Multicellular plant;Quercuss sp.;5.00E+005;14;0.009;29
Multicellular plant;Quercuss sp.;5.00E+005;14;0.006;29
Multicellular plant;Quercuss sp.;5.00E+005;16;0.005;29
Multicellular plant;Quercuss sp.;5.00E+005;16;0.005;29
Multicellular plant;Quercuss sp.;5.00E+005;;0.008;29
Multicellular plant;Quercuss sp.;5.00E+005;;0.002;29
Multicellular plant;Rhizophora apiculata;1.80E+001;28;0.358;29
Multicellular plant;Rhizophora apiculata BL.;2.30E+002;27;0.153;29
Multicellular plant;Rhizophora apiculata BL.;3.20E+002;27;0.088;29
Multicellular plant;Rhizophor amucronata;7.00E+000;28;0.062;29
Multicellular plant;Rhizophor amucronata;7.00E+000;28;0.193;29
Multicellular plant;Rhizophor amucronata;7.00E+000;28;0.186;29
Multicellular plant;Rhizophor amucronata;7.00E+000;28;0.088;29
Multicellular plant;Rhizophor amucronata;7.00E+000;28;0.183;29
Multicellular plant;Rhizophor amucronata;7.00E+000;28;0.949;29
Multicellular plant;Rhizophor amucronata;5.70E+001;28;0.402;29
Multicellular plant;Rhododendron tashiroi;1.60E+005;19;0.03;29
Multicellular plant;Rhododendron tashiroi;1.60E+005;19;0.007;29
Multicellular plant;Rhododendron tashiroi;2.30E+005;19;0.022;29
Multicellular plant;Salicornia europea;1.80E-002;10;1.46;29
Multicellular plant;Salicornia europea;7.00E-002;10;1.57;29
Multicellular plant;Salix nigra;2.90E+001;;1.314;29
Multicellular plant;Sargassum sinclairii;3.80E-002;18;2.081;29
Multicellular plant;Sargassum sinclairii;2.20E+001;18;3.066;29
Multicellular plant;Sargassum spp.;3.80E+000;20;2.701;29
Multicellular plant;Solidago canadensis;1.40E-001;7;0.803;29
Multicellular plant;Solidago canadensis;1.90E-001;7;1.643;29
Multicellular plant;Sonneratia caseolaris;6.40E-001;28;3.249;29
Multicellular plant;Sonneratia caseolaris;6.40E-001;28;1.022;29
Multicellular plant;Sonneratia caseolaris;6.40E-001;28;4.38;29
Multicellular plant;Sonneratia caseolaris;6.40E-001;28;2.336;29
Multicellular plant;Sonneratia caseolaris;6.40E-001;28;1.716;29
Multicellular plant;Sonneratia caseolaris;6.40E-001;28;5.11;29
Multicellular plant;Sonneratia caseolaris;6.50E+000;28;0.009;29
Multicellular plant;Spartina alterniflora;1.90E-001;14;0.694;29
Multicellular plant;Spartina alterniflora;3.30E-001;14;0.767;29
Multicellular plant;Spartina alterniflora;3.50E-001;14;0.84;29
Multicellular plant;Spartina alterniflora;4.10E-001;14;0.767;29
Multicellular plant;Sphagnum subsecundum;1.60E-002;9;0.913;29
Multicellular plant;Sphagnum subsecundum;1.70E-002;12;1.022;29
Multicellular plant;Sphagnum subsecundum;2.80E-002;9;0.73;29
Multicellular plant;Sphagnum subsecundum;3.30E-002;6;0.548;29
Multicellular plant;Symphoricarpos occidentalis;3.50E+001;0;0.099;29
Multicellular plant;Symplocos glauca;1.60E+005;19;0.08;29
Multicellular plant;Symplocos glauca;1.70E+005;19;0.066;29
Multicellular plant;Symplocos glauca;1.80E+005;19;0.044;29
Multicellular plant;Symplocos prunifolia;7.30E+005;19;0.051;29
Multicellular plant;Symplocos prunifolia;1.20E+006;19;0.036;29
Multicellular plant;Symplocos prunifolia;1.40E+006;19;0.058;29
Multicellular plant;Symplocos tanakae;1.10E+005;19;0.033;29
Multicellular plant;Symplocos tanakae;1.10E+005;19;0.037;29
Multicellular plant;Symplocos tanakae;1.50E+005;19;0.047;29
Multicellular plant;Syringodium filiforme;6.00E-002;26;2.081;29
Multicellular plant;Syringodium filiforme;1.90E-001;27;1.168;29
Multicellular plant;Syringodium isoetifolium;9.00E-002;28;2.482;29
Multicellular plant;Taxodium disticchum;1.10E+001;;0.986;29
Multicellular plant;Tetragastris panamensis;7.40E+005;28;0.019;29
Multicellular plant;Thalassia hemprichii;2.60E-001;28;0.475;29
Multicellular plant;Thalassia testudinum;4.40E-001;26;1.387;29
Multicellular plant;Thalassia testudinum;4.60E-001;26;1.022;29
Multicellular plant;Thalassia testudinum;5.70E-001;26;0.876;29
Multicellular plant;Thalassodendron ciliatum;4.40E-001;26;0.73;29
Multicellular plant;Thalassodendron pachyrrizum;5.80E-001;17;0.438;29
Multicellular plant;Tila heterophylla;2.00E+006;11;0.01;29
Multicellular plant;Tillandsia sp;1.70E-001;19;0.27;29
Multicellular plant;Trichilia tuberculata;4.10E+005;28;0.017;29
Multicellular plant;Trifolium repens;9.00E-002;8;0.876;29
Multicellular plant;Trifolium repens;1.70E-001;8;0.73;29
Multicellular plant;Trifolium repens;2.10E-001;8;0.949;29
Multicellular plant;Trifolium repens;4.10E-001;8;0.621;29
Multicellular plant;Tsuga canadensis;2.50E+006;11;0.007;29
Multicellular plant;Typha latifolia;3.10E+001;9;1.387;29
Multicellular plant;Urtica dioica;3.00E+000;8;3.504;29
Multicellular plant;Viola blanda;7.60E-001;9;0.318;29
Phytoplankton;Tropical Atlantic phytoplankton communities;7.60E-015;29;226.3;29
Phytoplankton;Tropical Atlantic phytoplankton communities;7.80E-015;29;365;29
Phytoplankton;Tropical Atlantic phytoplankton communities;7.90E-015;29;135.05;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.30E-014;29;233.6;29
Phytoplankton;Tropical Atlantic phytoplankton communities;2.10E-014;27;156.95;29
Phytoplankton;Tropical Atlantic phytoplankton communities;4.30E-014;29;94.9;29
Phytoplankton;Tropical Atlantic phytoplankton communities;6.10E-014;20;36.5;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.10E-013;24;365;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.30E-013;17;3.65;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.90E-013;24;25.915;29
Phytoplankton;Tropical Atlantic phytoplankton communities;2.00E-013;24;295.65;29
Phytoplankton;Tropical Atlantic phytoplankton communities;2.80E-013;18;14.6;29
Phytoplankton;Tropical Atlantic phytoplankton communities;3.00E-013;25;693.5;29
Phytoplankton;Tropical Atlantic phytoplankton communities;3.70E-013;20;31.755;29
Phytoplankton;Tropical Atlantic phytoplankton communities;4.90E-013;24;912.5;29
Phytoplankton;Tropical Atlantic phytoplankton communities;6.10E-013;18;20.44;29
Phytoplankton;Tropical Atlantic phytoplankton communities;7.30E-013;20;25.185;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.20E-012;21;18.25;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.60E-012;21;80.3;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.80E-012;20;62.05;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.80E-012;22;51.1;29
Phytoplankton;Tropical Atlantic phytoplankton communities;1.90E-012;23;113.15;29
Phytoplankton;Tropical Atlantic phytoplankton communities;2.50E-012;22;7.3;29
Phytoplankton;Tropical Atlantic phytoplankton communities;3.20E-012;17;20.805;29
Phytoplankton;Tropical Atlantic phytoplankton communities;3.20E-012;25;109.5;29
Phytoplankton;Tropical Atlantic phytoplankton communities;4.50E-012;18;33.215;29
Phytoplankton;Tropical Atlantic phytoplankton communities;4.50E-012;19;58.4;29
Phytoplankton;Tropical Atlantic phytoplankton communities;4.70E-012;20;65.7;29
Phytoplankton;Tropical Atlantic phytoplankton communities;3.40E-011;22;8.03;29
Phytoplankton;Tropical Atlantic phytoplankton communities;3.20E-010;22;32.485;29
Phytoplankton;Tropical Atlantic phytoplankton communities;6.40E-010;28;215.35;29
Phytoplankton;Mediterranean phytoplankton;5.60E-013;25;204.4;29
Phytoplankton;Mediterranean phytoplankton;1.10E-012;17;193.45;29
Phytoplankton;Mediterranean phytoplankton;3.80E-012;;313.9;29
